post_id,datetime,platform,country,language,topic,sentiment_polarity,sentiment_category,sentiment_intensity,emotion,engagement_likes,engagement_shares,engagement_comments,influencer_level,keywords,risk_flag
P02946,2025-07-12 10:33:43,Instagram,Zambia,Spanish,Mobile App,-0.79,Negative,High,Anticipation,911,663,173,Medium,slow approval,0
P02947,2025-02-25 02:37:57,Twitter,Ghana,Twi,Savings Product,0.03,Neutral,Low,Trust,1025,94,353,Low,customer support,0
P02948,2025-05-12 14:31:51,TikTok,Mexico,Spanish,Interest Rates,0.02,Neutral,Low,Trust,2411,972,353,Low,loan application,0
P02949,2025-03-02 17:06:13,LinkedIn,South Africa,Swahili,Savings Product,-0.26,Negative,Low,Anticipation,71,649,218,Medium,fraud,0
P02950,2025-04-01 01:19:23,TikTok,South Africa,Twi,Loan Application,0.87,Positive,High,Trust,2685,287,654,High,fast process,0
P02951,2025-03-04 23:21:27,LinkedIn,Tanzania,Spanish,Mobile App,0.66,Positive,High,Surprise,1193,411,314,High,helpful staff,0
P02952,2025-03-04 10:49:14,TikTok,Ghana,Twi,Mobile App,0.39,Positive,Medium,Surprise,1848,399,433,High,loan approved,0
P02953,2025-04-04 15:42:29,TikTok,Tanzania,English,Mobile App,0.43,Positive,Medium,Disgust,2384,527,281,High,fast process,0
P02954,2025-06-18 17:43:38,Twitter,South Africa,Swahili,Repayment,-0.08,Negative,Low,Joy,2022,1041,258,Low,high interest,0
P02955,2025-03-16 18:46:03,Facebook,Zambia,Twi,Repayment,0.84,Positive,High,Joy,3741,135,558,Low,great rates,0
P02956,2025-04-09 04:35:03,TikTok,South Africa,Spanish,Savings Product,0.39,Positive,Medium,Sadness,4748,758,4,Medium,fast process,0
P02957,2025-05-12 18:14:20,LinkedIn,Ghana,English,Customer Support,0.46,Positive,Medium,Trust,1298,842,573,Low,excellent service,0
P02958,2025-07-24 18:39:25,LinkedIn,Colombia,Swahili,Savings Product,0.72,Positive,High,Disgust,4102,709,595,Medium,helpful staff,0
P02959,2025-03-28 03:45:39,Twitter,Botswana,Swahili,Savings Product,-0.45,Negative,Medium,Trust,904,1024,644,Medium,fraud,0
P02960,2025-07-15 06:20:12,Facebook,Mexico,Spanish,Savings Product,0.61,Positive,Medium,Sadness,3026,380,393,Low,great rates,1
P02961,2025-02-16 07:30:49,LinkedIn,Colombia,Swahili,Savings Product,-0.61,Negative,Medium,Surprise,2028,508,335,High,fraud,1
P02962,2025-03-21 15:54:19,Twitter,Zambia,Spanish,Repayment,-0.31,Negative,Low,Anger,4711,805,62,High,bad service,0
P02963,2025-03-11 02:49:59,LinkedIn,Zambia,Twi,Mobile App,-0.33,Negative,Medium,Anger,2620,475,792,Medium,hidden fees,0
P02964,2025-06-04 07:34:49,Instagram,Tanzania,Spanish,Repayment,0.96,Positive,High,Anticipation,2646,953,43,Medium,fast process,1
P02965,2025-05-18 23:06:25,TikTok,South Africa,Swahili,Loan Application,0.71,Positive,High,Joy,4865,848,152,High,great rates,0
P02966,2025-03-26 07:02:04,Facebook,Colombia,Swahili,Repayment,0.4,Positive,Medium,Anticipation,2289,896,781,Medium,helpful staff,0
P02967,2025-02-25 07:20:09,TikTok,Mexico,Swahili,Interest Rates,0.45,Positive,Medium,Anger,3872,31,682,High,fast process,1
P02968,2025-06-02 08:48:55,TikTok,Botswana,Swahili,Interest Rates,0.12,Positive,Low,Anticipation,1485,117,155,Low,helpful staff,1
P02969,2025-03-31 19:15:53,Instagram,Colombia,Swahili,Mobile App,0.89,Positive,High,Anger,3151,190,477,High,excellent service,1
P02970,2025-05-31 07:26:35,Facebook,Zambia,Swahili,Savings Product,-0.01,Neutral,Low,Trust,1440,73,274,Medium,loan application,1
P02971,2025-05-15 14:11:16,TikTok,Mexico,Swahili,Repayment,-0.24,Negative,Low,Sadness,765,622,357,Medium,slow approval,0
P02972,2025-02-19 03:24:28,Twitter,Colombia,Swahili,Loan Application,-0.67,Negative,High,Anticipation,4479,1126,425,Medium,slow approval,0
P02973,2025-05-09 14:09:38,LinkedIn,Mexico,Twi,Mobile App,0.57,Positive,Medium,Anticipation,2438,870,531,Low,helpful staff,0
P02974,2025-06-05 11:13:04,LinkedIn,Colombia,Twi,Customer Support,0.47,Positive,Medium,Trust,4092,585,482,Medium,fast process,0
P02975,2025-03-05 17:54:00,Twitter,South Africa,Twi,Savings Product,-0.23,Negative,Low,Joy,4783,419,213,Low,slow approval,0
P02976,2025-05-26 22:01:38,LinkedIn,South Africa,Swahili,Loan Application,-0.95,Negative,High,Joy,1149,472,78,High,slow approval,0
P02977,2025-05-24 18:00:31,Instagram,Ghana,Spanish,Savings Product,0.68,Positive,High,Trust,3565,113,138,High,great rates,0
P02978,2025-03-02 22:35:50,Twitter,Mexico,Spanish,Interest Rates,-0.98,Negative,High,Joy,4142,329,97,Low,fraud,0
P02979,2025-03-06 05:51:09,Instagram,Zambia,Spanish,Loan Application,0.41,Positive,Medium,Fear,1972,338,663,Medium,fast process,0
P02980,2025-06-08 21:55:03,Facebook,Tanzania,Spanish,Loan Application,0.94,Positive,High,Anger,2666,237,197,High,great rates,0
P02981,2025-06-02 06:17:02,LinkedIn,Ghana,Spanish,Interest Rates,-0.12,Negative,Low,Sadness,463,1196,784,Low,bad service,0
P02982,2025-06-20 22:23:31,Instagram,Mexico,Spanish,Mobile App,-0.53,Negative,Medium,Joy,4218,78,155,High,slow approval,0
P02983,2025-07-26 03:37:43,LinkedIn,Zambia,Twi,Repayment,0.41,Positive,Medium,Trust,2181,463,49,Medium,excellent service,0
P02984,2025-05-29 12:09:06,Facebook,Botswana,Swahili,Loan Application,0.63,Positive,Medium,Anticipation,1642,604,478,Medium,excellent service,0
P02985,2025-04-07 13:25:16,TikTok,Botswana,Swahili,Customer Support,0.09,Positive,Low,Fear,3888,561,227,Low,great rates,0
P02986,2025-07-14 14:28:27,LinkedIn,Zambia,Twi,Customer Support,0.93,Positive,High,Surprise,840,284,456,Medium,loan approved,0
P02987,2025-07-30 09:49:28,Facebook,Colombia,Twi,Savings Product,-0.9,Negative,High,Surprise,2654,222,521,Medium,slow approval,0
P02988,2025-05-21 10:39:01,Twitter,Colombia,Spanish,Savings Product,0.01,Neutral,Low,Surprise,4118,592,148,Low,repayment,0
P02989,2025-02-08 23:58:45,LinkedIn,Colombia,Swahili,Repayment,0.44,Positive,Medium,Fear,565,372,57,Medium,fast process,0
P02990,2025-07-11 05:52:47,Twitter,Zambia,Spanish,Loan Application,0.73,Positive,High,Disgust,964,910,161,Low,excellent service,1
P02991,2025-07-18 17:30:43,Facebook,Tanzania,Swahili,Mobile App,-0.64,Negative,Medium,Anticipation,2282,827,476,High,bad service,0
P02992,2025-02-06 12:13:48,Twitter,Tanzania,English,Interest Rates,0.6,Positive,Medium,Trust,995,235,106,Medium,fast process,0
P02993,2025-02-16 18:31:33,Instagram,Colombia,Swahili,Repayment,0.11,Positive,Low,Surprise,1187,670,426,Low,fast process,1
P02994,2025-02-09 19:52:02,TikTok,Ghana,Twi,Customer Support,-0.21,Negative,Low,Disgust,4921,827,394,High,fraud,1
P02995,2025-06-05 13:23:27,Twitter,Mexico,Swahili,Savings Product,-0.74,Negative,High,Sadness,4311,762,185,High,hidden fees,0
P02996,2025-06-30 17:13:28,Instagram,South Africa,English,Interest Rates,0.73,Positive,High,Joy,3254,379,557,High,fast process,0
P02997,2025-05-23 23:56:55,TikTok,Botswana,Spanish,Interest Rates,-0.69,Negative,High,Anger,656,793,445,High,slow approval,1
P02998,2025-03-24 09:23:09,Facebook,Colombia,Spanish,Repayment,-0.38,Negative,Medium,Trust,2982,613,640,Medium,fraud,0
P02999,2025-06-07 10:29:08,Facebook,Botswana,Twi,Customer Support,-0.42,Negative,Medium,Joy,1113,562,447,High,slow approval,0
P03000,2025-03-13 22:26:17,LinkedIn,Ghana,Spanish,Interest Rates,0.74,Positive,High,Surprise,4406,419,86,Medium,loan approved,0
P03001,2025-06-29 22:17:16,Instagram,Botswana,Swahili,Repayment,0.35,Positive,Medium,Trust,556,51,248,Medium,helpful staff,0
P03002,2025-05-23 02:21:09,TikTok,Ghana,Swahili,Customer Support,0.59,Positive,Medium,Surprise,3019,818,439,High,helpful staff,0
P03003,2025-04-22 21:26:06,LinkedIn,Ghana,Spanish,Repayment,-0.5,Negative,Medium,Trust,2304,204,256,Low,fraud,0
P03004,2025-06-01 00:35:38,LinkedIn,Tanzania,Swahili,Customer Support,0.25,Positive,Low,Disgust,2580,1000,276,Low,excellent service,0
P03005,2025-06-05 01:54:53,Facebook,Colombia,English,Loan Application,0.14,Positive,Low,Fear,51,730,789,High,fast process,0
P03006,2025-02-06 21:08:33,Twitter,Botswana,Spanish,Loan Application,0.67,Positive,High,Anticipation,1361,256,437,Medium,excellent service,0
P03007,2025-05-08 17:01:32,TikTok,Mexico,Swahili,Savings Product,0.81,Positive,High,Joy,1194,184,515,High,fast process,0
P03008,2025-07-23 15:01:32,Facebook,South Africa,Spanish,Savings Product,-0.98,Negative,High,Anger,4019,144,576,Medium,slow approval,0
P03009,2025-06-02 18:47:46,Facebook,Botswana,Twi,Savings Product,0.35,Positive,Medium,Trust,3138,1037,201,Medium,helpful staff,0
P03010,2025-05-17 22:34:31,Twitter,Botswana,Spanish,Loan Application,-0.9,Negative,High,Fear,1648,245,574,Medium,bad service,1
P03011,2025-03-29 05:58:03,Instagram,Mexico,Swahili,Interest Rates,0.1,Positive,Low,Sadness,671,186,654,Low,loan approved,0
P03012,2025-06-05 15:30:17,Instagram,Botswana,Spanish,Loan Application,-0.42,Negative,Medium,Disgust,777,865,755,Medium,high interest,0
P03013,2025-03-31 15:51:38,TikTok,Zambia,Spanish,Savings Product,-0.39,Negative,Medium,Fear,4927,39,796,High,slow approval,0
P03014,2025-05-05 18:41:09,Twitter,Ghana,Swahili,Mobile App,-0.29,Negative,Low,Joy,2279,600,179,Low,hidden fees,1
P03015,2025-03-20 13:12:49,Twitter,Botswana,Twi,Mobile App,0.24,Positive,Low,Trust,3022,961,685,Medium,helpful staff,0
P03016,2025-07-07 06:07:06,LinkedIn,Colombia,Swahili,Mobile App,-0.33,Negative,Medium,Surprise,1860,985,324,Medium,high interest,0
P03017,2025-07-07 18:31:13,Twitter,Tanzania,Spanish,Interest Rates,0.47,Positive,Medium,Sadness,3139,8,622,Medium,great rates,0
P03018,2025-06-14 00:17:19,TikTok,Botswana,Spanish,Customer Support,-0.19,Negative,Low,Anticipation,1074,349,686,Low,high interest,0
P03019,2025-04-20 20:31:42,Twitter,Tanzania,Swahili,Interest Rates,-0.86,Negative,High,Joy,1716,83,474,Medium,slow approval,0
P03020,2025-03-30 18:08:32,LinkedIn,Ghana,Twi,Loan Application,0.57,Positive,Medium,Fear,1283,532,664,Medium,helpful staff,0
P03021,2025-04-30 01:40:07,Instagram,Tanzania,English,Mobile App,-0.43,Negative,Medium,Anticipation,4686,988,399,Low,slow approval,1
P03022,2025-02-15 04:04:44,Twitter,Mexico,English,Customer Support,-0.13,Negative,Low,Sadness,1986,357,216,High,slow approval,0
P03023,2025-06-14 17:10:18,Twitter,Zambia,English,Repayment,0.37,Positive,Medium,Joy,2633,377,452,High,great rates,0
P03024,2025-02-12 15:12:53,TikTok,Tanzania,English,Customer Support,-0.34,Negative,Medium,Trust,1001,171,403,Low,hidden fees,0
P03025,2025-03-03 16:42:29,LinkedIn,Colombia,English,Customer Support,-0.89,Negative,High,Surprise,1046,1048,239,Low,slow approval,0
P03026,2025-04-27 08:42:36,Twitter,Mexico,English,Customer Support,-0.25,Negative,Low,Fear,2176,392,737,Low,high interest,0
P03027,2025-04-22 16:56:15,TikTok,Mexico,English,Savings Product,0.89,Positive,High,Anticipation,2338,1126,185,High,excellent service,0
P03028,2025-05-06 00:46:25,LinkedIn,Tanzania,Twi,Customer Support,0.28,Positive,Low,Disgust,1855,701,47,High,great rates,0
P03029,2025-05-02 04:27:26,Facebook,Colombia,English,Customer Support,0.34,Positive,Medium,Trust,500,548,385,Medium,loan approved,1
P03030,2025-03-12 14:48:58,LinkedIn,Botswana,Twi,Customer Support,0.26,Positive,Low,Surprise,2233,783,207,Medium,fast process,0
P03031,2025-04-08 01:24:44,Facebook,Zambia,Twi,Mobile App,-0.6,Negative,Medium,Joy,4574,331,156,Low,slow approval,0
P03032,2025-05-29 19:14:30,Facebook,Ghana,Spanish,Loan Application,-0.16,Negative,Low,Disgust,2539,793,224,High,bad service,0
P03033,2025-02-28 21:32:40,LinkedIn,Mexico,Spanish,Interest Rates,0.5,Positive,Medium,Disgust,4608,648,143,High,loan approved,0
P03034,2025-04-02 16:44:24,LinkedIn,Botswana,Spanish,Repayment,-0.8,Negative,High,Fear,3714,982,418,Medium,hidden fees,0
P03035,2025-07-18 06:48:41,TikTok,Zambia,Twi,Interest Rates,-0.44,Negative,Medium,Anticipation,2332,1052,110,Low,slow approval,0
P03036,2025-06-20 11:48:49,LinkedIn,South Africa,English,Customer Support,-0.45,Negative,Medium,Surprise,600,542,464,Medium,slow approval,0
P03037,2025-04-04 00:07:20,Instagram,Mexico,Twi,Savings Product,-0.14,Negative,Low,Anger,4284,1042,131,Medium,hidden fees,0
P03038,2025-06-23 13:37:07,Twitter,Tanzania,Twi,Loan Application,0.96,Positive,High,Sadness,988,1171,624,High,fast process,0
P03039,2025-07-18 03:30:47,LinkedIn,Zambia,Swahili,Mobile App,-0.86,Negative,High,Disgust,1881,490,600,High,high interest,0
P03040,2025-04-09 01:32:36,Facebook,Mexico,Swahili,Interest Rates,0.04,Neutral,Low,Surprise,4483,282,672,High,loan application,0
P03041,2025-04-19 10:09:14,Facebook,Zambia,Twi,Interest Rates,-0.64,Negative,Medium,Joy,1754,861,333,High,bad service,1
P03042,2025-02-26 09:24:51,LinkedIn,South Africa,Spanish,Repayment,0.94,Positive,High,Fear,2464,112,74,Medium,great rates,0
P03043,2025-06-28 16:57:20,Twitter,Botswana,Twi,Mobile App,-0.77,Negative,High,Anticipation,2223,861,792,High,fraud,0
P03044,2025-04-13 22:50:32,Twitter,South Africa,Twi,Savings Product,-0.19,Negative,Low,Surprise,4482,609,411,Medium,slow approval,0
P03045,2025-05-11 23:58:52,TikTok,South Africa,English,Interest Rates,0.48,Positive,Medium,Trust,1494,507,518,High,great rates,0
P03046,2025-05-21 01:29:03,TikTok,Botswana,Spanish,Loan Application,0.41,Positive,Medium,Anger,852,465,624,Medium,fast process,0
P03047,2025-02-21 14:51:10,TikTok,Ghana,Spanish,Loan Application,-0.15,Negative,Low,Disgust,451,823,35,Medium,high interest,0
P03048,2025-04-03 23:11:16,Twitter,South Africa,Spanish,Savings Product,-0.31,Negative,Low,Sadness,2324,608,777,Medium,fraud,1
P03049,2025-03-19 22:34:48,Facebook,Ghana,Swahili,Savings Product,-0.2,Negative,Low,Sadness,1758,1121,624,High,fraud,0
P03050,2025-05-02 13:55:11,TikTok,Colombia,English,Savings Product,-0.47,Negative,Medium,Fear,4308,289,222,High,hidden fees,0
P03051,2025-02-24 18:59:36,LinkedIn,South Africa,Swahili,Savings Product,-0.59,Negative,Medium,Disgust,3353,867,722,High,bad service,0
P03052,2025-03-24 22:30:30,TikTok,South Africa,Spanish,Savings Product,-0.03,Neutral,Low,Surprise,4136,1179,529,High,repayment,0
P03053,2025-04-29 07:16:09,LinkedIn,Botswana,Swahili,Customer Support,-0.46,Negative,Medium,Anticipation,4695,781,240,Medium,hidden fees,0
P03054,2025-03-21 03:23:08,LinkedIn,Mexico,Twi,Repayment,-0.43,Negative,Medium,Anticipation,3338,161,133,Medium,high interest,0
P03055,2025-02-28 08:32:14,Facebook,Colombia,Spanish,Savings Product,0.31,Positive,Low,Trust,2588,623,731,Low,great rates,1
P03056,2025-02-19 19:10:30,LinkedIn,Tanzania,English,Interest Rates,0.94,Positive,High,Fear,1782,716,390,Medium,helpful staff,0
P03057,2025-02-10 19:50:15,TikTok,Zambia,Spanish,Loan Application,0.21,Positive,Low,Trust,3520,1120,101,High,great rates,0
P03058,2025-03-29 08:29:09,Facebook,Zambia,Swahili,Repayment,-0.85,Negative,High,Fear,1779,566,651,Low,slow approval,0
P03059,2025-04-16 14:16:04,Facebook,South Africa,English,Interest Rates,-0.85,Negative,High,Anticipation,3132,993,680,Medium,bad service,1
P03060,2025-07-18 19:17:43,Twitter,Tanzania,English,Mobile App,0.9,Positive,High,Joy,3573,1140,497,High,helpful staff,0
P03061,2025-05-31 11:52:00,LinkedIn,Botswana,Spanish,Interest Rates,-0.41,Negative,Medium,Anticipation,3218,595,510,High,fraud,0
P03062,2025-04-23 04:38:56,TikTok,Colombia,Swahili,Interest Rates,-0.82,Negative,High,Anticipation,3757,958,702,Low,fraud,0
P03063,2025-03-21 05:01:24,LinkedIn,Botswana,Swahili,Savings Product,0.2,Positive,Low,Sadness,4016,1012,536,Medium,great rates,0
P03064,2025-07-19 00:37:30,TikTok,Ghana,Swahili,Customer Support,0.25,Positive,Low,Anticipation,2837,474,544,High,excellent service,1
P03065,2025-07-26 05:04:23,Instagram,Tanzania,Swahili,Interest Rates,0.3,Positive,Low,Surprise,2381,617,342,Low,excellent service,0
P03066,2025-03-04 00:15:15,Twitter,Tanzania,Spanish,Savings Product,-0.47,Negative,Medium,Anger,4239,640,5,Low,fraud,1
P03067,2025-07-08 23:04:53,Facebook,Colombia,English,Mobile App,-0.97,Negative,High,Trust,3936,261,193,Medium,hidden fees,0
P03068,2025-04-05 13:57:41,Twitter,Botswana,Twi,Interest Rates,0.93,Positive,High,Disgust,4428,161,741,High,loan approved,1
P03069,2025-05-24 04:13:00,Instagram,Botswana,Swahili,Interest Rates,-0.5,Negative,Medium,Surprise,1419,180,136,Medium,bad service,1
P03070,2025-06-21 00:42:07,Twitter,Colombia,Spanish,Interest Rates,0.35,Positive,Medium,Sadness,4150,724,472,Low,fast process,0
P03071,2025-04-02 17:21:25,Twitter,Botswana,Swahili,Mobile App,0.41,Positive,Medium,Trust,1330,468,215,Low,helpful staff,0
P03072,2025-03-09 20:41:27,Instagram,South Africa,English,Interest Rates,0.22,Positive,Low,Trust,2917,20,348,Low,helpful staff,0
P03073,2025-06-29 04:24:12,Twitter,Tanzania,Swahili,Interest Rates,-0.37,Negative,Medium,Joy,1446,259,182,Low,fraud,0
P03074,2025-03-03 22:35:22,Twitter,South Africa,Twi,Interest Rates,-0.46,Negative,Medium,Surprise,1440,465,167,High,fraud,0
P03075,2025-05-08 18:05:08,Instagram,Colombia,Twi,Repayment,0.2,Positive,Low,Trust,3744,1139,793,Medium,great rates,0
P03076,2025-05-11 22:47:29,Instagram,Ghana,English,Savings Product,0.73,Positive,High,Anticipation,2844,536,37,High,fast process,0
P03077,2025-05-02 15:30:58,Facebook,Zambia,Twi,Interest Rates,0.89,Positive,High,Trust,4175,951,674,Medium,great rates,0
P03078,2025-05-08 20:23:19,TikTok,Botswana,English,Loan Application,-0.79,Negative,High,Trust,864,765,470,Low,slow approval,0
P03079,2025-07-21 16:47:22,TikTok,South Africa,Spanish,Customer Support,-0.69,Negative,High,Anticipation,471,958,451,Medium,fraud,0
P03080,2025-04-01 21:54:10,Instagram,Botswana,Spanish,Customer Support,0.89,Positive,High,Trust,1502,933,489,Medium,excellent service,0
P03081,2025-05-08 13:54:48,TikTok,Tanzania,Twi,Mobile App,0.47,Positive,Medium,Joy,4684,850,141,Medium,great rates,0
P03082,2025-02-05 12:00:33,LinkedIn,Botswana,Swahili,Interest Rates,0.77,Positive,High,Anticipation,1410,1191,759,Medium,fast process,0
P03083,2025-02-18 11:39:33,LinkedIn,Colombia,Spanish,Savings Product,-0.59,Negative,Medium,Anticipation,3770,532,102,Medium,slow approval,0
P03084,2025-04-18 08:38:29,LinkedIn,Botswana,English,Repayment,0.18,Positive,Low,Anticipation,1905,14,710,Medium,great rates,0
P03085,2025-05-10 03:32:30,Facebook,Mexico,Spanish,Mobile App,0.4,Positive,Medium,Anger,4659,49,711,High,helpful staff,0
P03086,2025-04-30 18:50:57,TikTok,Ghana,Twi,Loan Application,0.36,Positive,Medium,Sadness,4001,998,41,Medium,great rates,1
P03087,2025-03-19 17:52:36,Twitter,Botswana,Twi,Customer Support,-0.18,Negative,Low,Anticipation,3504,303,146,Low,slow approval,0
P03088,2025-03-14 18:38:44,Instagram,Botswana,English,Mobile App,-0.97,Negative,High,Trust,3483,415,65,High,bad service,0
P03089,2025-05-25 06:34:50,TikTok,Zambia,Twi,Savings Product,0.17,Positive,Low,Fear,4562,304,192,Medium,excellent service,0
P03090,2025-04-10 12:36:37,Facebook,Colombia,Swahili,Repayment,-0.49,Negative,Medium,Disgust,598,195,297,Low,hidden fees,1
P03091,2025-02-10 10:45:48,Twitter,Botswana,English,Customer Support,-0.1,Negative,Low,Anticipation,991,812,37,High,bad service,0
P03092,2025-02-10 19:32:07,Instagram,Colombia,Swahili,Mobile App,0.92,Positive,High,Trust,1932,799,501,High,fast process,0
P03093,2025-03-27 15:12:56,Twitter,South Africa,Spanish,Repayment,-0.2,Negative,Low,Fear,2784,387,652,High,hidden fees,0
P03094,2025-05-08 02:22:26,Instagram,Colombia,Twi,Loan Application,0.68,Positive,High,Fear,3041,756,617,Medium,loan approved,0
P03095,2025-05-28 00:38:21,LinkedIn,Tanzania,Twi,Loan Application,-0.62,Negative,Medium,Disgust,66,454,427,Low,bad service,1
P03096,2025-07-22 07:59:59,Instagram,Ghana,Spanish,Savings Product,0.34,Positive,Medium,Sadness,3398,712,663,High,helpful staff,0
P03097,2025-07-14 15:57:50,Instagram,Botswana,Twi,Interest Rates,0.95,Positive,High,Anticipation,2750,704,351,Low,loan approved,0
P03098,2025-06-08 01:04:21,Facebook,Zambia,English,Interest Rates,-0.8,Negative,High,Sadness,469,847,325,Medium,hidden fees,0
P03099,2025-06-11 14:10:23,Facebook,Colombia,Swahili,Savings Product,-0.98,Negative,High,Sadness,1724,1150,37,Medium,fraud,0
P03100,2025-05-03 09:05:37,Facebook,Ghana,Twi,Mobile App,-0.13,Negative,Low,Sadness,3985,174,96,High,slow approval,0
P03101,2025-03-28 11:41:02,TikTok,Ghana,Spanish,Savings Product,-0.81,Negative,High,Trust,1631,1157,107,Medium,fraud,0
P03102,2025-05-16 05:09:36,LinkedIn,South Africa,English,Customer Support,0.5,Positive,Medium,Disgust,774,1089,630,Medium,helpful staff,0
P03103,2025-02-02 14:06:34,LinkedIn,Mexico,Spanish,Repayment,0.83,Positive,High,Anticipation,3012,278,150,High,great rates,0
P03104,2025-07-15 12:06:33,Instagram,Zambia,Twi,Customer Support,-0.13,Negative,Low,Joy,2503,757,73,High,slow approval,0
P03105,2025-02-21 20:58:21,Facebook,Ghana,Twi,Repayment,-0.48,Negative,Medium,Surprise,1486,362,56,High,slow approval,0
